タイムスタンプ,日付,収支,3,金額,ジャンル,支払い方法・移動元,場所,,内容,,移動先・収入先,本当に必要？,カード名,メモ
2024/06/26 08:50:04,2024/06/26,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/25 06:15:04,2024/06/25,支出,,4050,固定費,クレジットカード,ネット,,ガス代,,,必要,デビュープラス,6月利用分
2024/06/25 21:29:26,2024/06/25,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/25 21:27:19,2024/06/25,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/25 20:03:50,2024/06/25,支出,,980,食品,現金,飲食店,,夕食,,,なくても良い,,
2024/06/25 08:38:17,2024/06/25,支出,,439,食品,クレジットカード,コンビニ,,朝食,,,必要,デビュープラス,
2024/06/25 08:33:07,2024/06/25,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/25 06:15:04,2024/06/25,支出,,5165,,クレジットカード,ネット,,タベソダ支払い,,,必要,デビュープラス,5月注文分
2024/07/02 23:16:16,2024/06/24,移動,,3340,交通費(経費),クレジットカード,その他,,高速道路 富里〜川越,,,必要,デビュープラス,
2024/07/02 23:15:56,2024/06/24,移動,,3340,交通費(経費),クレジットカード,その他,,高速道路 川越〜富里,,,必要,デビュープラス,
2024/06/24 09:09:20,2024/06/24,支出,,356,食品,クレジットカード,コンビニ,,朝食,,,必要,デビュープラス,
2024/06/24 00:28:27,2024/06/24,収入,,11,,,,,バッグから出てきた,,貯金箱,,,
2024/06/24 00:28:10,2024/06/24,収入,,200,,,,,バッグから出てきた,,現金,,,
2024/06/23 19:40:06,2024/06/23,支出,,3373,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2024/06/23 18:18:19,2024/06/23,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/23 18:17:26,2024/06/23,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/23 08:18:01,2024/06/23,移動,,252,交通費(経費),PASMO,,,電車 池袋〜中目黒,,,必要,,
2024/06/23 07:51:44,2024/06/23,移動,,481,交通費(経費),PASMO,,,電車 川越市〜池袋,,,必要,,
2024/06/22 06:15:05,2024/06/22,支出,,396,サブスク,クレジットカード,ネット,,YouTube Premium,,,なくても良い,デビュープラス,5月利用分
2024/06/22 20:59:07,2024/06/22,支出,,3900,車両費,クレジットカード,その他,,ガソリン,,,必要,ENEOSカード,157円/L 24.84L給油
2024/06/22 20:23:39,2024/06/22,支出,,659,食品,クレジットカード,飲食店,,夕食,,,必要,デビュープラス,
2024/06/22 18:56:31,2024/06/22,収入,,1000,,,,,マクロミル報酬,,paypay,,,
2024/06/22 13:04:40,2024/06/22,移動,,2910,食品,,,,タベソダ,,,,,2024年6月4回
2024/06/22 13:03:47,2024/06/22,移動,,2910,食品,,,,タベソダ,,,,,2024年6月4回
2024/06/21 20:34:35,2024/06/21,支出,,1620,趣味・娯楽,paypay,飲食店,,夕食,,,なくても良い,,
2024/06/21 19:42:32,2024/06/21,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/21 19:41:13,2024/06/21,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/21 12:41:12,2024/06/21,収入,,10,,,,,みんなの銀行から,,ゆうちょ,,,
2024/06/21 12:18:22,2024/06/21,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/21 08:17:25,2024/06/21,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/20 22:36:59,2024/06/20,支出,,4640,食品,amazonギフト,ネット,,ベースブレッド,,,必要,,
2024/06/20 06:00:06,2024/06/20,支出,,2875,減価償却,償却資産,ネット,,2024年度自動車税 減価償却,,,必要,,2回目/12回
2024/06/19 20:40:30,2024/06/19,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/19 19:35:12,2024/06/19,移動,,10000,,クレジットカード,,,モバイルPASMOチャージ,,PASMO,,デビュープラス,
2024/06/19 16:16:48,2024/06/19,支出,,100,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/19 08:52:24,2024/06/19,支出,,754,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/19 08:45:57,2024/06/19,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/19 08:37:34,2024/06/19,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/18 20:56:40,2024/06/18,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/18 20:52:46,2024/06/18,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/18 08:47:53,2024/06/18,支出,,482,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/18 08:40:56,2024/06/18,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/18 08:37:10,2024/06/18,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/18 00:21:01,2024/06/18,移動,,47,,,,,amazonギフト調整,,amazonギフト,,,
2024/06/18 00:11:20,2024/06/18,移動,,970,,paypay,,,paypay調整,,,,,
2024/06/18 00:01:22,2024/06/18,移動,,135504,,,,,ゆうちょ調整,,ゆうちょ,,,
2024/06/17 23:20:48,2024/06/17,収入,,6500,,,,,amazonギフト券チャージボーナス,,amazonギフト,,,
2024/06/17 23:20:13,2024/06/17,移動,,43500,,ゆうちょ,,,amazonギフト券チャージ,,amazonギフト,,,
2024/06/17 23:19:45,2024/06/17,支出,,1080,日用品,amazonギフト,ネット,,液体ブルーレット4個,,,必要,,
2024/06/17 23:19:24,2024/06/17,支出,,1976,日用品,amazonギフト,ネット,,リステリン2本,,,必要,,
2024/06/17 23:19:01,2024/06/17,支出,,1220,日用品,amazonギフト,ネット,,ヘアワックス,,,必要,,
2024/06/17 22:31:24,2024/06/17,支出,,110,交通費,PASMO,その他,,駐車場,,,なくても良い,,
2024/06/16 21:20:04,2024/06/16,支出,,1000,雑費,paypay,ネット,,父の日,,,なくても良い,,
2024/06/16 19:13:55,2024/06/16,支出,,1483,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2024/06/16 18:49:27,2024/06/16,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/16 18:47:28,2024/06/16,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/16 08:20:52,2024/06/16,支出,,152,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,デビュープラス,
2024/06/16 08:12:49,2024/06/16,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/15 06:15:05,2024/06/15,支出,,4403,通信費,クレジットカード,ネット,,ソフトバンク光,,,必要,デビュープラス,5月利用分
2024/06/15 06:15:05,2024/06/15,支出,,3922,通信費,クレジットカード,ネット,,スマホ,,,必要,デビュープラス,5月利用分
2024/06/17 00:37:06,2024/06/15,支出,,534,食品,クレジットカード,コンビニ,,夕食,,,なくても良い,デビュープラス,
2024/06/15 22:23:54,2024/06/15,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/15 22:19:55,2024/06/15,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/15 08:34:42,2024/06/15,支出,,482,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/15 08:28:56,2024/06/15,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/14 06:15:06,2024/06/14,移動,,10000,,クレジットカード,,,SBI積立NISA入金決済,,,,デビュープラス,7月発注用
2024/06/14 19:44:18,2024/06/14,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/14 19:39:37,2024/06/14,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/14 08:39:07,2024/06/14,支出,,747,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/14 08:32:30,2024/06/14,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/13 23:40:55,2024/06/13,収入,,3700,,,,,smart view case 売却,,メルペイ,,,
2024/06/13 23:40:27,2024/06/13,収入,,1810,,,,,シリコンケース売却,,メルペイ,,,
2024/06/13 23:38:40,2024/06/13,収入,,25300,,,,,田中さんから,,現金,,,
2024/06/13 20:25:22,2024/06/13,支出,,970,食品,paypay,飲食店,,夕食,,,必要,,
2024/06/13 19:41:40,2024/06/13,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/13 19:39:42,2024/06/13,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/13 08:41:52,2024/06/13,支出,,460,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/13 08:33:56,2024/06/13,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/12 20:30:52,2024/06/12,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/12 20:28:02,2024/06/12,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/12 16:35:21,2024/06/12,支出,,100,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/12 08:36:34,2024/06/12,支出,,460,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/12 08:31:09,2024/06/12,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/11 20:42:13,2024/06/11,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/11 20:40:56,2024/06/11,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/11 17:48:54,2024/06/11,支出,,100,食品,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/11 08:27:08,2024/06/11,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/11 08:23:57,2024/06/11,支出,,444,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/11 08:16:29,2024/06/11,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/10 06:15:04,2024/06/10,支出,,2200,雑費,ゆうちょ,ネット,,ANAカード年会費,,,なくても良い,,解約済み！
2024/06/10 06:15:04,2024/06/10,支出,,1280,サブスク,クレジットカード,ネット,,Rentio ルンバレンタル,,,なくても良い,デビュープラス,5月利用分
2024/06/09 20:22:25,2024/06/09,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/09 19:52:52,2024/06/09,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/09 13:36:44,2024/06/09,支出,,368,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/09 08:12:29,2024/06/09,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/08 13:08:42,2024/06/09,支出,,580,食品,クレジットカード,飲食店,,昼食,,,必要,デビュープラス,
2024/06/18 00:15:32,2024/06/08,支出,,1670,間食,amazonギフト,ネット,,お茶24本,,,なくても良い,,
2024/06/08 19:19:44,2024/06/08,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/08 19:15:32,2024/06/08,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/08 18:08:50,2024/06/08,移動,,10000,,クレジットカード,,,モバイルPASMOチャージ,,PASMO,,デビュープラス,
2024/06/08 13:27:31,2024/06/08,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/08 10:57:06,2024/06/08,移動,,2435,食品,,,,タベソダ,,,,,2024年6月2回
2024/06/08 08:28:27,2024/06/08,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/08 06:15:06,2024/06/08,支出,,2196,減価償却,償却資産,ネット,,TORRAS S24 Ultraケース 減価償却,,,必要,,2回目/3回
2024/06/07 23:57:10,2024/06/07,支出,,233,食品,クレジットカード,コンビニ,,夕食,,,なくても良い,デビュープラス,
2024/06/07 19:15:22,2024/06/07,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/07 19:05:44,2024/06/07,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/07 08:41:24,2024/06/07,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/07 08:38:41,2024/06/07,支出,,476,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/07 08:33:28,2024/06/07,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/06 23:32:33,2024/06/06,移動,,991,,現金,,,貯金箱へ,,貯金箱,,,
2024/06/06 23:31:47,2024/06/06,移動,,239000,,現金,,,預け入れ,,ゆうちょ,,,
2024/06/06 23:29:50,2024/06/06,収入,,24131,,,,,2024年05月分交通費,,現金,,,
2024/06/06 23:28:06,2024/06/06,収入,,215860,,,,,2024年05月分給料_SP,,現金,,,
2024/06/06 20:06:58,2024/06/06,支出,,815,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2024/06/06 19:51:48,2024/06/06,支出,,970,食品,paypay,飲食店,,夕食,,,必要,,
2024/06/06 19:08:12,2024/06/06,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/06 18:54:39,2024/06/06,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/06 08:38:53,2024/06/06,支出,,456,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/06 08:29:24,2024/06/06,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/05 21:12:09,2024/06/05,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/05 21:11:02,2024/06/05,支出,,360,食品,クレジットカード,コンビニ,,夕食,,,必要,デビュープラス,
2024/06/05 21:06:26,2024/06/05,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/05 13:24:17,2024/06/05,支出,,100,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/06/05 08:38:48,2024/06/05,支出,,482,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/06/05 08:34:05,2024/06/05,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/05 07:14:16,2024/06/05,支出,,462,食品,majica,スーパー・小売,,食材,,,必要,,
2024/06/05 07:14:11,2024/06/05,支出,,693,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2024/06/25 13:17:31,2024/06/04,支出,,8504,減価償却,償却資産,ネット,,Galaxy S24 Ultra 512GB 減価償却,,,必要,,3回目/24回
2024/06/05 08:24:19,2024/06/04,収入,,4000,,,,,立替分,,paypay,,,
2024/06/05 08:23:51,2024/06/04,支出,,7710,趣味・娯楽,クレジットカード,その他,,ビリヤード3人,,,なくても良い,デビュープラス,
2024/06/05 07:16:47,2024/06/04,支出,,6050,美容費,クレジットカード,その他,,美容室,,,必要,デビュープラス,
2024/06/04 12:59:28,2024/06/04,支出,,2145,固定費,paypay,ネット,,水道料金,,,必要,,
2024/06/03 06:15:03,2024/06/03,移動,,10000,,,,,SBI積立NISA約定,,SBI積立NISA,,,6月発注分
2024/06/03 06:15:03,2024/06/03,移動,,0,,ゆうちょ,,,ENEOSカード支払い,,,,,4月利用分
2024/06/05 07:17:39,2024/06/03,支出,,5740,趣味・娯楽,paypay,その他,,同期飲み,,,なくても良い,,
2024/06/03 10:34:11,2024/06/03,支出,,616,食品,paypay,コンビニ,,昼食,,,必要,,
2024/06/02 18:00:39,2024/06/02,支出,,2452,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2024/06/01 18:48:35,2024/06/01,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/06/01 18:45:09,2024/06/01,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/06/01 18:44:43,2024/06/01,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/06/01 08:17:42,2024/06/01,支出,,439,食品,クレジットカード,コンビニ,,昼食,,,必要,デビュープラス,
2024/05/31 19:23:50,2024/05/31,支出,,100,交通費,paypay,その他,,駐輪場,,,必要,,
2024/05/31 19:20:17,2024/05/31,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,,,必要
2024/05/31 10:12:03,2024/05/31,支出,,140,間食,クレジットカード,自動販売機,,飲み物,,,なくても良い,デビュープラス,
2024/05/31 09:03:33,2024/05/31,支出,,473,食品,クレジットカード,コンビニ,,朝食,,,必要,デビュープラス,
2024/05/31 08:47:26,2024/05/31,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,,,必要
2024/05/31 06:00:05,2024/05/31,支出,,3587,固定費,クレジットカード,ネット,,電気代,,,必要,デビュープラス,4月利用分
